Name,Kitchen,Time,Rate,Price,Metro
Биродром,Пивные рестораны,Открыто до 00:00,,700 - 1700,Народное Ополчение
Бирфест,Немецкая кухня,Открыто до 00:00,,700,Комсомольская
Бирфест,Немецкая кухня,Открыто до 22:00,,700,Автозаводская
Бирхаус,Пивные рестораны,Открыто до 23:00,,1700 - 3000,Алексеевская
Бирхаус,Пивные рестораны,Открыто до 00:00,,1700 - 3000,Свиблово
Бирхаус,Пивные рестораны,Открыто до 00:00,,1700 - 3000,Бауманская
Бирхен,Пивные рестораны,Открыто до 03:00,,700 - 1700,Домодедовская
Бир-холл,Бары,Открыто до 23:00,,700 - 1700,Лермонтовский проспект
Бис-котти,Кондитерские,Открыто до 22:00,,,Митино
Бистро de Torino,Европейская кухня,Открыто до 00:00,,1700 - 3000,Лубянка;Кузнецкий Мост
Бистрофф,Кафе,Открыто до 21:00,,700 - 1700,Бауманская
Биффиш,Стейки,Открыто до 23:00,,700 - 1700,Выхино
Бишкек-сити,Кафе,Открыто до 22:00,,700,Люблино;Братиславская
Ближние горки,Кафе,Открыто до 22:00,,700,Таганская;Марксистская
Ближние горки,Кафе,Открыто до 22:00,,700,Новые Черемушки
Ближние горки,Кафе,Открыто до 22:00,,700,Ломоносовский проспект;Раменки
Ближние горки,Кафе,Открыто до 22:00,,700,Чистые пруды;Тургеневская
Блинная,Блины,Открыто до 22:00,,700,Таганская;Марксистская
Блин-хаус,Кафе,Открыто до 21:00,,700,"Дмитровский р-н, пос. совхоза Останкино, Дорожная, 63"
Блонд & Брюн,Бары,Открыто до 00:00,,700 - 1700,Дубровка
Блэк милк,Кофейни,Открыто до 23:00,,,Чистые пруды;Тургеневская
Блэк милк,Кофейни,Открыто до 23:00,,,Китай-город
Блюр,Паровые коктейли,Открыто до 00:00,,700 - 1700,Таганская;Марксистская
Бобры и утки,Кафе,Открыто до 00:00,,700 - 1700,Добрынинская;Серпуховская
Бодрый день,Кофейни,Открыто до 20:00,,,ВДНХ
Бодрый день,Кофейни,Открыто до 19:00,,,Красносельская;Бауманская
Бодрый день,Кофейни,Открыто до 22:00,,,Бульвар Дмитрия Донского;Улица Старокачаловская
Бодрый день,Кофейни,Открыто до 17:30,,,Пролетарская;Волгоградский проспект
Бодрый день,Кофейни,Открыто до 19:00,,,Калужская;Воронцовская
Бодрый день,Кофейни,Открыто до 18:00,,,Калужская;Воронцовская
Бодрый день,Кофейни,Открыто до 20:00,,,Парк культуры
Бодрый день,Кофейни,Открыто до 20:00,,,Рижская
Бодрый день,Кофейни,Открыто до 19:00,,,Беломорская;Речной вокзал
Бодрый день,Кофейни,Открыто до 19:00,,,Арбатская
Бодрый день,Кофейни,Открыто до 21:00,,,Тульская
Бодрый день,Кофейни,Открыто до 17:30,,,"аэропорт Шереметьево, влад. 5, ДЦ «Шереметьевский»"
Бодрый день,Кофейни,Открыто до 20:00,,,Деловой центр
Бодрый день,Кофейни,Открыто до 20:00,,,Савеловская
Бодрый день,Кофейни,Открыто до 19:00,,,Парк культуры;Смоленская
Бодрый день,Кофейни,Открыто до 20:00,,,Каширская
Бодрый день,Кофейни,Открыто до 19:00,,,Маяковская;Тверская
Бодрый день,Кофейни,Открыто до 20:30,,,Белорусская;Новослободская
Бодрый день,Кофейни,Открыто до 20:00,,,"Мытищинский р-н, дер. Семенищево, Федоскино-парк, влад. 1"
Бодрый день,Кофейни,Открыто до 22:00,,,Белорусская;Савеловская
Бодрый день,Кофейни,Открыто до 19:00,,,Чистые пруды;Тургеневская
Бодрый Макс,Кофейни,Открыто до 20:00,,,Октябрьское Поле;Панфиловская
Бок,Стейки,Открыто до 00:00,,3000,Лубянка;Кузнецкий Мост
Бокал,Бары,Открыто до 23:00,,1700 - 3000,Киевская
Большая рыба,Японская кухня,Открыто до 22:00,,700 - 1700,Краснопресненская;Улица 1905 года
